query_wid,s1_first,hyb_first,class
W_100,31,31,A
W_20539,38,38,A
W_53351,462,462,A
W_50939,92,92,A
W_51980,23,1,R
W_64627,591,591,A
W_21528,49,49,A
W_78838,2,2,B_not_promoted
W_64489,301,301,A
W_6163,1,1,R
W_117883,73,73,A
W_112241,5,30,B_demoted
W_4541,18,2,B_not_promoted
W_6464,1,1,R
W_64650,856,856,A
W_64648,202,202,A
W_64652,35,35,A
W_64651,983,983,A
W_9724,47,47,A
W_64627,2,1,R
W_14620,124,124,A
W_113724,3249,3249,A
W_243,50,50,A
W_22945,230,230,A
W_4728,68,68,A
W_59319,327,327,A
W_27641,37,37,A
W_13222,1,1,R
W_121182,130,130,A
W_122815,5,23,B_demoted
W_127547,185,185,A
W_6441,12,1,R
W_64766,3,24,B_demoted
W_64766,12,6,B_not_promoted
W_11014,37,37,A
W_48320,21,1,R
W_886,35,35,A
W_43012,3,6,B_demoted
W_34699,13,10,B_not_promoted
W_19945,31,31,A
W_83881,646,646,A
W_10781,16,16,B_not_promoted
W_7583,184,184,A
W_22926,217,217,A
W_111510,347,347,A
W_39438,415,415,A
W_22556,1,1,R
W_39520,1,1,R
W_37776,516,516,A
W_594,1,1,R
W_29487,295,295,A
W_30246,3,1,R
W_6210,11,1,R
W_6485,93,93,A
W_50379,88,88,A
W_136166,3,9,B_demoted
W_140442,1,2,B_demoted
W_121548,92,92,A
W_594,581,581,A
W_594,2,1,R
W_594,104,104,A
W_40199,12,8,B_not_promoted
W_5316,218,218,A
W_11819,150,150,A
W_88508,524,524,A
W_88508,32,32,A
W_88508,41,41,A
W_88508,15,3,B_not_promoted
W_88508,29,7,B_not_promoted
W_1412,25,27,B_demoted
W_42338,275,275,A
W_45948,3,1,R
W_3744,1,2,B_demoted
W_5396,559,559,A
W_65049,20,21,B_demoted
W_2271,13,9,B_not_promoted
W_7084,1,1,R
W_114408,104,104,A
W_35188,882,882,A
W_20622,3,1,R
W_4012,1,1,R
W_9271,13,8,B_not_promoted
W_20162,18,8,B_not_promoted
W_430,3,4,B_demoted
W_6616,3,1,R
W_52963,334,334,A
W_11006,1066,1066,A
W_4700,78,78,A
W_7202,50,50,A
W_21721,86,86,A
W_8937,1,1,R
W_10577,1079,1079,A
W_118399,165,165,A
W_4816,437,437,A
W_9131,16,5,B_not_promoted
W_9671,8,23,B_demoted
W_82200,349,349,A
W_25511,105,105,A
W_114608,234,234,A
W_23770,187,187,A
W_11516,52,52,A
W_132642,881,881,A
W_7577,666,666,A
W_20036,259,259,A
W_886,137,137,A
W_4655,6,1,R
W_132541,29,4,B_not_promoted
W_64489,115,115,A
W_19558,8,1,R
W_62782,4,1,R
W_6536,1,1,R
W_17866,7,2,B_not_promoted
W_6536,1,1,R
W_122602,160,160,A
W_65381,10,12,B_demoted
W_65381,589,589,A
W_4683,6,4,B_not_promoted
W_65381,11,10,B_not_promoted
W_65381,478,478,A
W_6536,1,1,R
W_114947,21,1,R
W_49809,3557,3557,A
W_19417,45,45,A
W_6536,5,2,B_not_promoted
W_68897,57,57,A
W_89492,42,42,A
W_11471,277,277,A
W_6549,88,88,A
W_9350,6,8,B_demoted
W_8696,1,1,R
W_6549,53,53,A
W_52660,40,40,A
W_6549,1,1,R
W_118823,1116,1116,A
W_6549,1,1,R
W_82877,128,128,A
W_10906,152,152,A
W_23525,2,1,R
W_92417,171,171,A
W_38429,17,2,B_not_promoted
W_656,49,49,A
W_401,8,1,R
W_19943,867,867,A
W_56239,52,52,A
W_65609,7,1,R
W_65609,33,33,A
W_21025,1,1,R
W_5461,6,1,R
W_65609,65,65,A
W_103771,26,24,B_not_promoted
W_54466,4935,4935,A
W_54461,3167,3167,A
W_149807,57,57,A
W_145365,4,1,R
W_120968,82,82,A
W_9508,4,1,R
W_10907,192,192,A
W_177431,12,1,R
W_20120,643,643,A
W_20110,148,148,A
W_27320,31,31,A
W_11667,25,1,R
W_7245,1,1,R
W_9643,73,73,A
W_30246,1892,1892,A
W_54466,363,363,A
W_4846,80,80,A
W_30209,9,1,R
W_14861,1,1,R
W_82877,899,899,A
W_13552,132,132,A
W_30668,47,47,A
W_81722,269,269,A
W_132490,1472,1472,A
W_14379,2748,2748,A
W_133525,3,1,R
W_156542,7,17,B_demoted
W_3839,72,72,A
W_142497,8,1,R
W_111656,254,254,A
W_6602,1,1,R
W_6602,14,1,R
W_8202,1,1,R
W_4541,51,51,A
W_21695,2,5,B_demoted
W_564,88,88,A
W_961,1,1,R
W_31091,14,1,R
W_124571,788,788,A
W_34907,1729,1729,A
W_9297,22,6,B_not_promoted
W_20036,1091,1091,A
W_4816,51,51,A
W_6616,4,1,R
W_122709,16,1,R
W_627,60,60,A
W_134666,3,1,R
W_6616,2,1,R
W_115251,185,185,A
W_284,14,2,B_not_promoted
W_6715,87,87,A
W_430,1,1,R
W_39785,2,1,R
W_430,73,73,A
W_92616,476,476,A
W_50379,118,118,A
W_5283,11,17,B_demoted
W_4681,13,5,B_not_promoted
W_430,2,1,R
W_20110,118,118,A
W_134666,2,1,R
W_10907,7,1,R
W_2558,9,5,B_not_promoted
W_10577,180,180,A
W_83871,839,839,A
W_87758,28,18,B_not_promoted
W_25621,695,695,A
W_3997,1,1,R
W_11474,679,679,A
W_29130,642,642,A
W_59150,99,99,A
W_121296,165,165,A
W_799,1,1,R
W_5283,318,318,A
W_4843,207,207,A
W_70931,32,32,A
W_156124,55,55,A
W_156124,8,2,B_not_promoted
W_10212,36,36,A
W_11833,106,106,A
W_23116,18,1,R
W_2901,181,181,A
W_12159,56,56,A
W_59319,47,47,A
W_127392,84,84,A
W_114947,167,167,A
W_4854,26,6,B_not_promoted
W_4814,2,18,B_demoted
W_14861,31,31,A
W_3529,1,1,R
W_10745,37,37,A
W_10849,20,1,R
W_82200,1541,1541,A
W_109122,403,403,A
W_3529,3,2,B_not_promoted
W_24222,4,1,R
W_17053,1,1,R
W_68472,146,146,A
W_42338,387,387,A
W_10576,2,2,B_not_promoted
W_77153,1,1,R
W_39786,11,2,B_not_promoted
W_112640,6617,6617,A
W_117791,44,44,A
W_126096,90,90,A
W_31725,30,2,B_not_promoted
W_4806,9,1,R
W_25511,9,28,B_demoted
W_11387,8,5,B_not_promoted
W_13222,7,1,R
W_15519,1,1,R
W_994,1,1,R
W_34353,338,338,A
W_23770,476,476,A
W_23767,294,294,A
W_71702,85,85,A
W_13540,3,19,B_demoted
W_19789,1,1,R
W_39786,3,1,R
W_4849,51,51,A
W_21721,10,15,B_demoted
W_61207,25,13,B_not_promoted
W_31725,24,1,R
W_98152,275,275,A
W_26542,102,102,A
W_3353,5,1,R
W_118849,1,1,R
W_27328,7,8,B_demoted
W_86939,1037,1037,A
W_44137,280,280,A
W_118823,62,62,A
W_42311,100,100,A
W_40419,14,1,R
W_52851,1,1,R
W_6676,325,325,A
W_114490,230,230,A
W_6676,1,1,R
W_2474,5,1,R
W_4846,564,564,A
W_4865,29,1,R
W_38429,31,31,A
W_2145,10,7,B_not_promoted
W_6453,6,1,R
W_26939,606,606,A
W_11823,28,29,B_demoted
W_87469,198,198,A
W_7253,914,914,A
W_32534,123,123,A
W_1347,73,73,A
W_10850,572,572,A
W_10901,74,74,A
W_70931,129,129,A
W_39786,11,20,B_demoted
W_83296,5,1,R
W_98770,40,40,A
W_68063,15,9,B_not_promoted
W_27894,108,108,A
W_146806,9,3,B_not_promoted
W_22581,16,1,R
W_8543,146,146,A
W_101220,24,15,B_not_promoted
W_5440,221,221,A
W_11667,37,37,A
W_11850,35,35,A
W_30424,1,1,R
W_6693,3,2,B_not_promoted
W_20069,1,3,B_demoted
W_5655,5,4,B_not_promoted
W_6693,36,36,A
W_50523,1180,1180,A
W_243,37,37,A
W_21695,6,3,B_not_promoted
W_10129,36,36,A
W_6753,114,114,A
W_56781,445,445,A
W_40199,2,4,B_demoted
W_25154,32,32,A
W_10603,5,1,R
W_27790,5,1,R
W_11798,795,795,A
W_17671,176,176,A
W_13873,2,1,R
W_77841,36,36,A
W_9004,117,117,A
W_20120,30,6,B_not_promoted
W_43088,1,1,R
W_4810,276,276,A
W_22965,17,29,B_demoted
W_39786,61,61,A
W_149519,34,34,A
W_51980,33,33,A
W_21828,31,31,A
W_20064,1,2,B_demoted
W_27894,249,249,A
W_62475,106,106,A
W_53040,28,1,R
W_13693,1,5,B_demoted
W_146806,70,70,A
W_13204,316,316,A
W_9006,214,214,A
W_62086,54,54,A
W_4835,22,12,B_not_promoted
W_28094,16,3,B_not_promoted
W_303,5,1,R
W_7446,89,89,A
W_7446,1,1,R
W_80336,2,1,R
W_7446,1,1,R
W_47901,4,1,R
W_4835,3,7,B_demoted
W_5388,3,1,R
W_73656,107,107,A
W_3497,86,86,A
W_1282,182,182,A
W_98152,19,19,B_not_promoted
W_4801,652,652,A
W_34699,54,54,A
W_127392,28,15,B_not_promoted
W_4698,190,190,A
W_2083,429,429,A
W_6549,14,1,R
W_1924,1,1,R
W_56366,33,33,A
W_10850,179,179,A
W_20541,8,18,B_demoted
W_14969,7,15,B_demoted
W_177431,12,1,R
W_164640,1,1,R
W_132686,9,5,B_not_promoted
W_3414,1,1,R
W_39520,117,117,A
W_64445,1,1,R
W_133525,1,4,B_demoted
W_135478,26,4,B_not_promoted
W_64513,45,45,A
W_21528,39,39,A
W_6753,2,1,R
W_2081,142,142,A
W_132900,1,1,R
W_134666,18,1,R
W_2930,197,197,A
W_115728,1,1,R
W_17053,1,1,R
W_118543,86,86,A
W_24222,1,1,R
W_25030,243,243,A
W_135478,41,41,A
W_140442,8,1,R
W_299,424,424,A
W_115728,1,1,R
W_64445,1,1,R
W_68897,4,1,R
W_139740,1,1,R
W_134666,3,1,R
W_137056,1,1,R
W_642,1,1,R
W_144326,1,1,R
W_144458,1,1,R
W_6163,1,3,B_demoted
W_133525,1,1,R
W_15385,86,86,A
W_156542,1,1,R
W_17053,11952,11952,A
W_67609,2,1,R
W_67609,3,1,R
W_67609,7,1,R
W_67609,10,1,R
W_12937,40,40,A
W_67609,26,16,B_not_promoted
W_67609,538,538,A
W_7027,91,91,A
W_4690,6,1,R
W_177431,25,3,B_not_promoted
W_15385,263,263,A
W_122729,28,1,R
W_119695,210,210,A
W_164640,1,1,R
W_177431,81,81,A
W_32202,1,2,B_demoted
W_140437,8,1,R
W_152634,1,1,R
W_26,5,2,B_not_promoted
W_11387,2,16,B_demoted
W_177431,17,11,B_not_promoted
W_28493,30,22,B_not_promoted
W_65609,346,346,A
W_9297,1,1,R
W_20254,52,52,A
W_2696,5,1,R
W_13693,8,6,B_not_promoted
W_373,106,106,A
W_677,2,2,B_not_promoted
W_19353,89,89,A
W_4728,27,10,B_not_promoted
W_134622,1,1,R
W_6784,8,1,R
W_10216,3,2,B_not_promoted
W_137560,355,355,A
W_64627,249,249,A
W_121495,1,1,R
W_5655,1736,1736,A
W_22286,6,1,R
W_112910,24,14,B_not_promoted
W_679,1,1,R
W_63932,63,63,A
W_30235,208,208,A
W_9376,139,139,A
W_114810,57,57,A
W_9286,6,1,R
W_4704,1,22,B_demoted
W_34604,1,1,R
W_5283,161,161,A
W_10913,187,187,A
W_10845,14,7,B_not_promoted
W_32053,14,15,B_demoted
W_7878,795,795,A
W_82200,18,13,B_not_promoted
W_22154,82,82,A
W_71702,3,15,B_demoted
W_113724,14,1,R
W_22053,1,1,R
W_22084,28,18,B_not_promoted
W_679,1,1,R
W_177431,11,1,R
W_117417,1329,1329,A
W_8521,1,1,R
W_6693,44,44,A
W_8521,1,1,R
W_68063,127,127,A
W_6807,1,1,R
W_135493,3,1,R
W_4704,102,102,A
W_4700,81,81,A
W_133525,1,1,R
W_144458,1,1,R
W_152634,9,1,R
W_156542,4,1,R
W_4841,7,1,R
W_80336,25,1,R
W_138964,22,30,B_demoted
W_12792,38,38,A
W_27328,449,449,A
W_28221,21,1,R
W_19353,322,322,A
W_83873,12,22,B_demoted
W_3264,1040,1040,A
W_6441,184,184,A
W_20257,1,1,R
W_87469,1,1,R
W_4835,1,1,R
W_29299,344,344,A
W_114606,86,86,A
W_11552,1850,1850,A
W_132900,2,1,R
W_8872,4,1,R
W_1130,1247,1247,A
W_20005,238,238,A
W_139588,1,1,R
W_139588,2,4,B_demoted
W_139588,1,3,B_demoted
W_139588,1,1,R
W_139588,4,2,B_not_promoted
W_139588,42,42,A
W_7878,2486,2486,A
W_20005,1,1,R
W_139588,20,1,R
W_5319,5,1,R
W_139588,8,1,R
W_139588,691,691,A
W_154901,1,1,R
W_28493,7,19,B_demoted
W_1055,35,35,A
W_39785,89,89,A
W_124745,13,15,B_demoted
W_5697,13,19,B_demoted
W_6453,1,1,R
W_13208,1,1,R
W_10603,330,330,A
W_6292,58,58,A
W_120968,30,10,B_not_promoted
W_134347,2,1,R
W_132987,137,137,A
W_122815,1,1,R
W_34907,402,402,A
W_2759,785,785,A
W_5687,1,1,R
W_115251,385,385,A
W_9006,162,162,A
W_135493,1,1,R
W_32711,73,73,A
W_5283,1042,1042,A
W_134622,5,5,B_not_promoted
W_142497,4,1,R
W_55442,1,20,B_demoted
W_124199,72,72,A
W_1939,513,513,A
W_20162,1860,1860,A
W_19417,38,38,A
W_7818,10,2,B_not_promoted
W_29060,1357,1357,A
W_4843,134,134,A
W_4698,84,84,A
W_27894,3,1,R
W_99743,17,1,R
W_6715,46,46,A
W_3221,193,193,A
W_177431,1,1,R
W_2966,1,1,R
W_564,3,1,R
W_20064,1,1,R
W_111535,1,1,R
W_59319,138,138,A
W_15521,5,1,R
W_1650,2,1,R
W_144354,4,1,R
W_9004,15,1,R
W_3092,2,1,R
W_11534,1,1,R
W_113615,1,1,R
W_9266,19,1,R
W_177431,1,1,R
W_4726,1,1,R
W_11484,137,137,A
W_6730,49,49,A
W_6730,472,472,A
W_10913,623,623,A
W_6730,2,1,R
W_6730,2,2,B_not_promoted
W_6730,2,16,B_demoted
W_564,1,1,R
W_6870,107,107,A
W_6730,3,2,B_not_promoted
W_115814,1,1,R
W_113724,1,1,R
W_6730,2087,2087,A
W_6730,20,15,B_not_promoted
W_6437,21,11,B_not_promoted
W_6730,2,1,R
W_45675,614,614,A
W_26111,221,221,A
W_10901,136,136,A
W_9574,115,115,A
W_121548,54,54,A
W_564,1,1,R
W_3978,3,1,R
W_62782,28,1,R
W_3245,1,1,R
W_101220,86,86,A
W_44435,736,736,A
W_89492,1644,1644,A
W_68897,4,1,R
W_68897,6802,6802,A
W_3057,1,1,R
W_11798,4,13,B_demoted
W_11798,113,113,A
W_111952,13,12,B_not_promoted
W_4816,125,125,A
W_59952,40,40,A
W_1143,4,1,R
W_4922,23,1,R
W_122183,247,247,A
W_122183,41,41,A
W_13693,1,1,R
W_40971,17,25,B_demoted
W_3221,37,37,A
W_1596,1,1,R
W_3177,8,2,B_not_promoted
W_22084,8,1,R
W_14485,1,1,R
W_39520,74,74,A
W_134622,2,10,B_demoted
W_20539,82,82,A
W_11649,16,25,B_demoted
W_69073,29,1,R
W_69073,41,41,A
W_113981,152,152,A
W_69073,93,93,A
W_64648,67,67,A
W_99743,111,111,A
W_6870,1,4,B_demoted
W_139740,2,1,R
W_113981,39,39,A
W_113981,542,542,A
W_9199,17,5,B_not_promoted
W_21352,2,1,R
W_10641,85,85,A
W_136166,175,175,A
W_38171,8,6,B_not_promoted
W_2393,7,1,R
W_132987,328,328,A
W_21025,577,577,A
W_10850,92,92,A
W_30246,1,1,R
W_1282,1,1,R
W_118849,2,1,R
W_882,1,1,R
W_111991,2,3,B_demoted
W_50379,1,1,R
W_4835,1427,1427,A
W_6939,1,1,R
W_64650,178,178,A
W_122729,914,914,A
W_38429,443,443,A
W_2081,16,1,R
W_13552,42,42,A
W_78838,3,1,R
W_6870,835,835,A
W_4887,28,12,B_not_promoted
W_6417,31,31,A
W_3928,1,1,R
W_5396,62,62,A
W_21695,29,12,B_not_promoted
W_5912,6,1,R
W_40419,7,12,B_demoted
W_4945,76,76,A
W_5958,80,80,A
W_28784,5805,5805,A
W_111991,1,1,R
W_115707,434,434,A
W_1002,7,1,R
W_50939,3,1,R
W_21025,1,1,R
W_10603,29,1,R
W_42631,250,250,A
W_27911,151,151,A
W_17274,6,5,B_not_promoted
W_5102,35,35,A
W_1108,1,1,R
W_135478,11,1,R
W_9704,2989,2989,A
W_69914,1,1,R
W_117417,22,5,B_not_promoted
W_69943,44,44,A
W_69943,93,93,A
W_69943,5,1,R
W_69943,96,96,A
W_69943,4,1,R
W_817,53,53,A
W_20084,20,26,B_demoted
W_5549,23,8,B_not_promoted
W_69970,38,38,A
W_10603,311,311,A
W_22936,126,126,A
W_127547,89,89,A
W_117417,21,5,B_not_promoted
W_137560,7,12,B_demoted
W_9004,1,2,B_demoted
W_59319,366,366,A
W_123334,1,13,B_demoted
W_5102,5,11,B_demoted
W_1276,1,1,R
W_9644,9,1,R
W_7247,118,118,A
W_23544,14,1,R
W_103771,1,1,R
W_56072,1613,1613,A
W_867,1,1,R
W_2658,1,1,R
W_111952,299,299,A
W_27477,1,1,R
W_775,1,1,R
W_58783,51,51,A
W_7247,4,1,R
W_15300,3,1,R
W_299,475,475,A
W_50939,282,282,A
W_11652,45,45,A
W_144326,58,58,A
W_152634,1,1,R
W_21826,3,6,B_demoted
W_7027,8,1,R
W_7027,84,84,A
W_145365,1,1,R
W_7032,1,1,R
W_299,3,1,R
W_106883,139,139,A
W_119473,64,64,A
W_10581,40,40,A
W_30209,2120,2120,A
W_117403,953,953,A
W_34353,25,26,B_demoted
W_34353,8,7,B_not_promoted
W_17053,1,1,R
W_38517,127,127,A
W_34353,11,28,B_demoted
W_37947,4,1,R
W_9350,40,40,A
W_56072,1,1,R
W_6403,11,1,R
W_4468,49,49,A
W_28547,4,1,R
W_9671,6,1,R
W_706,1,1,R
W_56366,547,547,A
W_4702,1,1,R
W_27164,55,55,A
W_114490,46,46,A
W_20084,107,107,A
W_40671,1,1,R
W_111510,250,250,A
W_38517,51,51,A
W_28547,60,60,A
W_25113,307,307,A
W_30235,86,86,A
W_30235,63,63,A
W_119158,23,11,B_not_promoted
W_30235,64,64,A
W_113724,251,251,A
W_30235,11,1,R
W_30235,110,110,A
W_115814,4,1,R
W_4767,38,38,A
W_1478,2,1,R
W_9704,49,49,A
W_39785,50,50,A
W_63101,26,27,B_demoted
W_23239,1078,1078,A
W_7084,5,2,B_not_promoted
W_137560,657,657,A
W_677,9,1,R
W_70887,78,78,A
W_25154,7,1,R
W_139740,25,3,B_not_promoted
W_5915,267,267,A
W_64593,143,143,A
W_111952,72,72,A
W_123591,1,1,R
W_1278,40,40,A
W_9703,174,174,A
W_9703,415,415,A
W_9703,2700,2700,A
W_9576,87,87,A
W_52177,51,51,A
W_4354,1,1,R
W_156542,1,1,R
W_64649,59,59,A
W_5616,5,18,B_demoted
W_1939,8,4,B_not_promoted
W_164640,1,1,R
W_882,1,1,R
W_209,921,921,A
W_19912,85,85,A
W_19417,49,49,A
W_87469,3710,3710,A
W_109642,811,811,A
W_375,231,231,A
W_87758,5063,5063,A
W_6394,6,1,R
W_29130,10,2,B_not_promoted
W_144458,2,1,R
W_111906,173,173,A
W_132987,480,480,A
W_19417,17,25,B_demoted
W_7116,9,1,R
W_7116,6,19,B_demoted
W_50939,1,2,B_demoted
W_20064,6,1,R
W_1412,826,826,A
W_7213,48,48,A
W_399,101,101,A
W_30209,1375,1375,A
W_4816,1326,1326,A
W_4728,1,1,R
W_25000,1,1,R
W_25000,63,63,A
W_61207,36,36,A
W_3099,40,40,A
W_7213,70,70,A
W_38476,7,3,B_not_promoted
W_5396,5,11,B_demoted
W_64652,3,7,B_demoted
W_3170,2,1,R
W_1308,20,1,R
W_23165,12,1,R
W_6784,36,36,A
W_4277,1,2,B_demoted
W_32534,871,871,A
W_76574,22,1,R
W_127392,29,20,B_not_promoted
W_11794,160,160,A
W_4826,1230,1230,A
W_8696,1,1,R
W_29045,12,24,B_demoted
W_4755,1,1,R
W_10745,1035,1035,A
W_7552,1,1,R
W_149519,56,56,A
W_5549,243,243,A
W_6753,39,39,A
W_71473,22,23,B_demoted
W_71473,1,2,B_demoted
W_71473,535,535,A
W_71473,37,37,A
W_16560,1,1,R
W_39786,17,20,B_demoted
W_1812,2,2,B_not_promoted
W_118849,1,1,R
W_12937,29,26,B_not_promoted
W_19955,3,1,R
W_6715,14,18,B_demoted
W_103771,100,100,A
W_113981,37,37,A
W_5162,293,293,A
W_1364,242,242,A
W_34604,38,38,A
W_119695,32,32,A
W_113615,5,1,R
W_6616,2,1,R
W_6676,30,16,B_not_promoted
W_6602,62,62,A
W_7776,8,1,R
W_430,5,1,R
W_5534,269,269,A
W_954,7,1,R
W_2407,3,1,R
W_594,202,202,A
W_11014,1,1,R
W_817,252,252,A
W_6602,1,1,R
W_5396,565,565,A
W_19508,46,46,A
W_10931,41,41,A
W_77153,3,1,R
W_32053,1,1,R
W_52963,16,1,R
W_16560,70,70,A
W_10472,1,1,R
W_118543,6,1,R
W_122709,1,1,R
W_4833,61,61,A
W_179,1,1,R
W_30326,1,1,R
W_4833,2,1,R
W_35389,56,56,A
W_35389,447,447,A
W_34604,114,114,A
W_56072,6,1,R
W_5549,63,63,A
W_24222,26,1,R
W_3964,1,1,R
W_3904,22,26,B_demoted
W_135493,1,1,R
W_121495,5,2,B_not_promoted
W_3964,1,1,R
W_8339,4,1,R
W_2855,1,1,R
W_34086,1,1,R
W_1153,22,1,R
W_16560,1,1,R
W_367,1,1,R
W_6464,3,1,R
W_704,1,1,R
W_10472,4,1,R
W_627,12,1,R
W_28687,6,1,R
W_140437,9,2,B_not_promoted
W_122709,32,32,A
W_121360,406,406,A
W_21828,24,5,B_not_promoted
W_135493,12,20,B_demoted
W_92417,2,2,B_not_promoted
W_39785,3,1,R
W_136518,2,11,B_demoted
W_144354,9,1,R
W_37776,1,1,R
W_123840,7,18,B_demoted
W_994,1,1,R
W_5912,16,11,B_not_promoted
W_4767,6,1,R
W_7202,1,1,R
W_6453,1,22,B_demoted
W_71473,563,563,A
W_140442,5,3,B_not_promoted
W_7446,1,2,B_demoted
W_5342,161,161,A
W_58781,5,30,B_demoted
W_136166,8,1,R
W_140442,152,152,A
W_144458,1,1,R
W_42453,808,808,A
W_7583,393,393,A
W_112097,176,176,A
W_42054,362,362,A
W_5388,6,1,R
W_42631,116,116,A
W_1939,200,200,A
W_62782,22,1,R
W_3995,703,703,A
W_22053,12,2,B_not_promoted
W_136166,1,1,R
W_4685,207,207,A
W_4683,54,54,A
W_164640,53,53,A
W_13523,30,18,B_not_promoted
W_177431,27,1,R
W_97632,133,133,A
W_36064,2033,2033,A
W_13698,45,45,A
W_52227,14,1,R
W_7264,2,1,R
W_4267,13,1,R
W_882,19,1,R
W_54816,126,126,A
W_21826,23,19,B_not_promoted
W_4865,4,5,B_demoted
W_111656,64,64,A
W_23770,13,5,B_not_promoted
W_127392,122,122,A
W_82146,4,3,B_not_promoted
W_14861,385,385,A
W_122254,11,1,R
W_12159,33,33,A
W_64651,205,205,A
W_3077,11,1,R
W_22948,244,244,A
W_177431,88,88,A
W_34604,37,37,A
W_3077,7,23,B_demoted
W_3077,24,1,R
W_3077,288,288,A
W_7245,20,1,R
W_115249,68,68,A
W_7247,1,1,R
W_140437,15,6,B_not_promoted
W_9644,32,32,A
W_7249,1,1,R
W_4726,1,1,R
W_434,10,1,R
W_1017,4,1,R
W_11833,56,56,A
W_62475,4,1,R
W_65381,11,29,B_demoted
W_12140,2,9,B_demoted
W_7257,223,223,A
W_4158,34,34,A
W_69914,30,16,B_not_promoted
W_144326,1,1,R
W_9665,31,31,A
W_64593,147,147,A
W_7261,1,1,R
W_69970,3434,3434,A
W_152634,6,1,R
W_125147,158,158,A
W_10338,63,63,A
W_54816,3,3,B_not_promoted
W_4801,20,7,B_not_promoted
W_3203,54,54,A
W_7264,12,1,R
W_49809,34,34,A
W_1143,1,2,B_demoted
W_49809,1,1,R
W_159387,17,26,B_demoted
W_817,1,1,R
W_121360,11,3,B_not_promoted
W_12255,2,1,R
W_114394,187,187,A
W_69943,26,1,R
W_9092,54,54,A
W_13222,2,1,R
W_2407,1,16,B_demoted
W_7279,34,34,A
W_7279,113,113,A
W_45675,5,1,R
W_7279,286,286,A
W_11649,3,1,R
W_132900,2,1,R
W_134622,1,1,R
W_136166,4,4,B_not_promoted
W_139530,3,1,R
W_139740,1,1,R
W_10931,176,176,A
W_64650,158,158,A
W_144354,1,1,R
W_144326,4,1,R
W_32408,17,12,B_not_promoted
W_32408,10,16,B_demoted
W_111656,225,225,A
W_1769,23,5,B_not_promoted
W_149519,3,1,R
W_46408,754,754,A
W_151781,17,1,R
W_27477,2,8,B_demoted
W_7550,12,1,R
W_126478,207,207,A
W_122815,142,142,A
W_103,15,1,R
W_886,94,94,A
W_998,58,58,A
W_2930,1,1,R
W_114712,311,311,A
W_149807,6,1,R
W_149807,32,32,A
W_18,31,31,A
W_6464,5,3,B_not_promoted
W_6715,5,1,R
W_731,14,1,R
W_7312,2,1,R
W_4012,34,34,A
W_3245,82,82,A
W_32534,2,1,R
W_109642,7,13,B_demoted
W_149519,1,1,R
W_856,2,1,R
W_7213,9,1,R
W_129296,36,36,A
W_2930,1,1,R
W_29299,111,111,A
W_7027,417,417,A
W_5515,6,15,B_demoted
W_37947,2,1,R
W_10914,73,73,A
W_82985,193,193,A
W_13549,98,98,A
W_882,33,33,A
W_2976,72,72,A
W_13523,39,39,A
W_4726,197,197,A
W_79329,6,17,B_demoted
W_7495,10,6,B_not_promoted
W_70887,588,588,A
W_142439,56,56,A
W_5216,4244,4244,A
W_17662,806,806,A
W_5697,284,284,A
W_54461,85,85,A
W_20162,28,12,B_not_promoted
W_7550,14,7,B_not_promoted
W_246,3,1,R
W_10902,1,6,B_demoted
W_24222,4,1,R
W_4916,4,23,B_demoted
W_40251,101,101,A
W_20162,27,13,B_not_promoted
W_23544,4,1,R
W_5515,16,1,R
W_11485,1,1,R
W_111854,41,41,A
W_10849,106,106,A
W_17274,63,63,A
W_98152,177,177,A
W_7578,138,138,A
W_106883,149,149,A
W_23767,185,185,A
W_106883,811,811,A
W_731,1,1,R
W_5283,11,18,B_demoted
W_13693,1,1,R
W_32202,9,1,R
W_159387,10,3,B_not_promoted
W_113724,3,1,R
W_115814,1,1,R
W_122602,131,131,A
W_8673,1,1,R
W_5283,10,16,B_demoted
W_5283,359,359,A
W_5283,9,22,B_demoted
W_5283,48,48,A
W_65381,980,980,A
W_40251,71,71,A
W_2855,1,1,R
W_32534,1,1,R
W_20610,2248,2248,A
W_73656,17,9,B_not_promoted
W_10906,162,162,A
W_106883,37,37,A
W_9350,101,101,A
W_128680,230,230,A
W_6163,3,1,R
W_154901,1,1,R
W_6417,26,1,R
W_47674,1266,1266,A
W_118823,813,813,A
W_8203,113,113,A
W_11819,81,81,A
W_6676,1,1,R
W_10577,595,595,A
W_9703,147,147,A
W_4826,448,448,A
W_2968,420,420,A
W_29130,48,48,A
W_11841,16,28,B_demoted
W_56366,61,61,A
W_62475,26,6,B_not_promoted
W_4916,8,4,B_not_promoted
W_111408,126,126,A
W_129436,8,4,B_not_promoted
W_30326,1,1,R
W_50939,75,75,A
W_9643,15,1,R
W_35206,1396,1396,A
W_42521,22,5,B_not_promoted
W_114408,524,524,A
W_6693,1,4,B_demoted
W_132987,394,394,A
W_43012,223,223,A
W_19903,4,1,R
W_156542,3,1,R
W_6753,20,13,B_not_promoted
W_56366,492,492,A
W_32053,2,2,B_not_promoted
W_156539,2,1,R
W_98770,4,1,R
W_20122,47,47,A
W_27919,364,364,A
W_46851,984,984,A
W_35395,139,139,A
W_10528,22,1,R
W_34699,9,8,B_not_promoted
W_7264,1523,1523,A
W_22154,933,933,A
W_50939,1,1,R
W_27164,107,107,A
W_14861,606,606,A
W_30246,1,1,R
W_19912,40,40,A
