query_wid,s1_first,hyb_first,class
W_64593,170,170,A
W_7878,88,88,A
W_10141,167,167,A
W_64593,2,2,B_not_promoted
W_58783,126,126,A
W_31003,69,69,A
W_11484,1163,1163,A
W_64593,30,2,B_not_promoted
W_64593,31,31,A
W_69943,26,10,B_not_promoted
W_175,3,5,B_demoted
W_137056,1,1,R
W_120968,2,1,R
W_17866,3,6,B_demoted
W_9704,141,141,A
W_3061,3,1,R
W_1017,1,1,R
W_7776,1,1,R
W_77153,6,1,R
W_134347,27,7,B_not_promoted
W_56072,2,1,R
W_21721,1,1,R
W_2658,5,1,R
W_7312,27,1,R
W_5461,74,74,A
W_42453,128,128,A
W_20257,86,86,A
W_134347,12,1,R
W_134347,4,1,R
W_6939,1,1,R
W_22286,2,1,R
W_434,14,1,R
W_7584,246,246,A
W_22148,92,92,A
W_9004,26,1,R
W_5368,1,1,R
W_12992,2,1,R
W_43898,66,66,A
W_31091,3,1,R
W_27919,207,207,A
W_13523,1,1,R
W_12795,16,1,R
W_31327,5,1,R
W_31327,1,2,B_demoted
W_31327,18,18,B_not_promoted
W_31327,374,374,A
W_25113,29,2,B_not_promoted
W_2768,191,191,A
W_6093,464,464,A
W_4704,216,216,A
W_2301,4320,4320,A
W_31327,33,33,A
W_9626,2,1,R
W_31327,434,434,A
W_31360,51,51,A
W_148,51,51,A
W_31383,1,2,B_demoted
W_31383,19,1,R
W_39785,47,47,A
W_43898,17,1,R
W_50939,31,31,A
W_434,663,663,A
W_137560,7,1,R
W_137560,1,2,B_demoted
W_3145,1,1,R
W_137560,603,603,A
W_3145,1,1,R
W_5912,43,43,A
W_14599,49,49,A
W_68897,3,15,B_demoted
W_594,6871,6871,A
W_89492,13,7,B_not_promoted
W_117450,1,1,R
W_111952,108,108,A
W_13698,10,9,B_not_promoted
W_27328,117,117,A
W_19353,7,1,R
W_19945,31,31,A
W_3321,197,197,A
W_9571,9,4,B_not_promoted
W_29299,150,150,A
W_29299,1,1,R
W_3063,18,3,B_not_promoted
W_10338,1,1,R
W_4884,9,1,R
W_35206,5,3,B_not_promoted
W_3997,55,55,A
W_64766,5,1,R
W_94,40,40,A
W_30424,21,1,R
W_4852,3,1,R
W_6216,6,1,R
W_3673,12,1,R
W_9719,1,3,B_demoted
W_22053,1,1,R
W_35395,144,144,A
W_8696,1,1,R
W_32531,83,83,A
W_112097,282,282,A
W_3260,13,1,R
W_3162,1,1,R
W_27164,80,80,A
W_27164,51,51,A
W_11516,9,3,B_not_promoted
W_45948,6,25,B_demoted
W_2974,1,1,R
W_8213,73,73,A
W_1143,5,1,R
W_817,1,1,R
W_11785,470,470,A
W_179,22,1,R
W_13875,80,80,A
W_20084,25,22,B_not_promoted
W_48320,1,1,R
W_27906,152,152,A
W_3744,1,1,R
W_3744,1,1,R
W_5954,6,1,R
W_31725,141,141,A
W_1795,45,45,A
W_20120,460,460,A
W_11352,33,33,A
W_4884,26,29,B_demoted
W_70931,44,44,A
W_31725,35,35,A
W_51980,599,599,A
W_11534,11,7,B_not_promoted
W_3174,10,1,R
W_30209,41,41,A
W_119473,45,45,A
W_25621,409,409,A
W_3174,2,1,R
W_32534,8,1,R
W_6093,1,1,R
W_9006,503,503,A
W_199,243,243,A
W_12937,42,42,A
W_704,28,29,B_demoted
W_58783,63,63,A
W_13222,17,3,B_not_promoted
W_100,1,1,R
W_3447,2,1,R
W_11819,169,169,A
W_3260,6,5,B_not_promoted
W_7027,2392,2392,A
W_97460,139,139,A
W_23627,4,26,B_demoted
W_4767,3,1,R
W_22581,3,6,B_demoted
W_48,23,13,B_not_promoted
W_125147,3,3,B_not_promoted
W_3264,783,783,A
W_10906,72,72,A
W_3997,53,53,A
W_4854,79,79,A
W_123840,327,327,A
W_14019,4,2,B_not_promoted
W_121504,75,75,A
W_7247,366,366,A
W_100,1,1,R
W_123840,59,59,A
W_57375,34,34,A
W_64766,1,1,R
W_1924,1,1,R
W_59952,143,143,A
W_5216,59,59,A
W_76574,45,45,A
W_886,116,116,A
W_25489,806,806,A
W_11641,73,73,A
W_65049,8,6,B_not_promoted
W_3203,4,1,R
W_114394,1132,1132,A
W_30678,170,170,A
W_23165,9569,9569,A
W_53040,68,68,A
W_30326,221,221,A
W_121401,66,66,A
W_4267,255,255,A
W_32053,50,50,A
W_13127,176,176,A
W_121401,797,797,A
W_3203,19,7,B_not_promoted
W_5294,1288,1288,A
W_31360,1625,1625,A
W_20088,171,171,A
W_7552,1,1,R
W_3211,2,7,B_demoted
W_134666,24,6,B_not_promoted
W_3264,354,354,A
W_27906,758,758,A
W_56072,1,1,R
W_7776,1,1,R
W_3061,193,193,A
W_48320,1,1,R
W_48320,5441,5441,A
W_48320,1,1,R
W_25113,645,645,A
W_11641,346,346,A
W_11850,297,297,A
W_29078,20,6,B_not_promoted
W_7878,124,124,A
W_3099,103,103,A
W_64652,1051,1051,A
W_10472,98,98,A
W_37513,3,1,R
W_32202,1,1,R
W_32202,4,4,B_not_promoted
W_3221,2,1,R
W_3221,6,1,R
W_10845,21,2,B_not_promoted
W_11358,65,65,A
W_111656,402,402,A
W_30209,12,10,B_not_promoted
W_12972,83,83,A
W_48320,150,150,A
W_9262,7,5,B_not_promoted
W_4267,1,1,R
W_25154,421,421,A
W_120968,1,3,B_demoted
W_6403,7,12,B_demoted
W_11779,688,688,A
W_12792,138,138,A
W_50379,140,140,A
W_998,2,1,R
W_10745,175,175,A
W_5915,55,55,A
W_1378,14,1,R
W_3145,378,378,A
W_26,1,1,R
W_2085,1,1,R
W_27477,2,1,R
W_4244,321,321,A
W_1017,1,1,R
W_9004,1,1,R
W_4687,483,483,A
W_3061,3,1,R
W_32408,855,855,A
W_56781,2,11,B_demoted
W_27579,1,1,R
W_98152,61,61,A
W_799,147,147,A
W_129436,43,43,A
W_135493,3,1,R
W_43195,1,1,R
W_731,13,1,R
W_11652,31,31,A
W_882,2,1,R
W_32531,1,1,R
W_32534,3,9,B_demoted
W_32534,636,636,A
W_32534,15,1,R
W_74245,1046,1046,A
W_2085,86,86,A
W_20097,1,1,R
W_20097,2,1,R
W_10901,243,243,A
W_1412,103,103,A
W_34791,53,53,A
W_69073,34,34,A
W_6784,5,1,R
W_38495,654,654,A
W_31003,7,2,B_not_promoted
W_32595,3,1,R
W_4826,418,418,A
W_3063,15,2,B_not_promoted
W_29130,266,266,A
W_26839,429,429,A
W_3264,247,247,A
W_12317,411,411,A
W_998,9,1,R
W_546,1,1,R
W_12992,1,1,R
W_1983,112,112,A
W_3266,155,155,A
W_13216,3,1,R
W_33804,90,90,A
W_116516,18,13,B_not_promoted
W_114608,174,174,A
W_3270,1,1,R
W_32711,29,21,B_not_promoted
W_8543,2,2,B_not_promoted
W_51795,3661,3661,A
W_4841,293,293,A
W_6453,1,18,B_demoted
W_111408,94,94,A
W_10850,437,437,A
W_68063,147,147,A
W_7584,5,1,R
W_28094,840,840,A
W_1143,10,10,B_not_promoted
W_15521,15,1,R
W_15300,2,1,R
W_43012,61,61,A
W_111510,46,46,A
W_122183,52,52,A
W_103129,135,135,A
W_10528,204,204,A
W_9719,23,1,R
W_139530,1,1,R
W_139530,4,1,R
W_6549,11,1,R
W_5283,61,61,A
W_21352,19,1,R
W_75372,43,43,A
W_8535,5,1,R
W_4646,584,584,A
W_139588,2,1,R
W_9131,5,1,R
W_11473,90,90,A
W_7312,77,77,A
W_9263,156,156,A
W_14809,22,1,R
W_2158,1299,1299,A
W_7583,1,1,R
W_9006,181,181,A
W_74245,2032,2032,A
W_20088,50,50,A
W_246,7,20,B_demoted
W_27790,2016,2016,A
W_11485,17,17,B_not_promoted
W_8872,2,1,R
W_42934,3281,3281,A
W_19748,126,126,A
W_7578,427,427,A
W_4277,1,1,R
W_139530,15,3,B_not_promoted
W_375,3,1,R
W_139740,1,1,R
W_139740,1,1,R
W_9643,100,100,A
W_20414,632,632,A
W_64652,48,48,A
W_9665,424,424,A
W_91832,41,41,A
W_20960,171,171,A
W_20622,1,1,R
W_21025,1,1,R
W_25150,64,64,A
W_35389,19,3,B_not_promoted
W_13440,5,1,R
W_6417,25,16,B_not_promoted
W_33213,35,35,A
W_33213,57,57,A
W_134622,1,1,R
W_99751,2,1,R
W_99751,1,1,R
W_2901,278,278,A
W_140157,237,237,A
W_140157,682,682,A
W_10745,1,1,R
W_140157,48,48,A
W_140168,117,117,A
W_42054,1,1,R
W_140168,30,1,R
W_140168,224,224,A
W_140168,1,7,B_demoted
W_140168,53,53,A
W_8673,1,1,R
W_5363,413,413,A
W_7961,40,40,A
W_11859,169,169,A
W_7878,1,1,R
W_112097,283,283,A
W_3904,489,489,A
W_3904,299,299,A
W_25621,20,5,B_not_promoted
W_25621,52,52,A
W_25621,180,180,A
W_1276,20,4,B_not_promoted
W_44435,31,31,A
W_114606,327,327,A
W_2454,5,2,B_not_promoted
W_11472,4,23,B_demoted
W_71702,132,132,A
W_140157,13,1,R
W_7229,2,1,R
W_140157,10,1,R
W_140157,253,253,A
W_140157,368,368,A
W_98152,1,1,R
W_140157,32,32,A
W_3264,602,602,A
W_7818,173,173,A
W_35188,1073,1073,A
W_140157,16,16,B_not_promoted
W_140157,4,6,B_demoted
W_140157,2,13,B_demoted
W_140157,700,700,A
W_118849,1,1,R
W_2976,92,92,A
W_4541,44,44,A
W_121401,15,17,B_demoted
W_25113,1174,1174,A
W_5515,17,11,B_not_promoted
W_40675,147,147,A
W_4698,4,18,B_demoted
W_76174,6,1,R
W_1108,163,163,A
W_5515,36,36,A
W_89492,194,194,A
W_11051,276,276,A
W_123591,16,1,R
W_3353,3,1,R
W_7279,19,1,R
W_140437,1,3,B_demoted
W_140437,2,1,R
W_68063,38,38,A
W_139530,6,1,R
W_140442,4,5,B_demoted
W_14969,5,2,B_not_promoted
W_14969,14,1,R
W_6464,13,1,R
W_5549,8,1,R
W_4833,1,1,R
W_14809,1754,1754,A
W_11387,5,1,R
W_12542,1,1,R
W_11552,1,1,R
W_1278,462,462,A
W_424,1,6,B_demoted
W_424,19,1,R
W_113615,4,1,R
W_424,2,1,R
W_9271,27,1,R
W_9571,26,1,R
W_424,2,1,R
W_43997,84,84,A
W_29299,799,799,A
W_115814,1,1,R
W_12159,829,829,A
W_11794,231,231,A
W_11552,2014,2014,A
W_11641,156,156,A
W_3839,3,1,R
W_3839,20,10,B_not_promoted
W_40671,69,69,A
W_6807,1,3,B_demoted
W_7961,46,46,A
W_4217,298,298,A
W_2970,4593,4593,A
W_12937,25,7,B_not_promoted
W_33804,5,1,R
W_4749,6,1,R
W_3221,5,2,B_not_promoted
W_34353,113,113,A
W_4779,10,1,R
W_10906,16,1,R
W_10850,21,1,R
W_10717,5,1,R
W_10428,6,21,B_demoted
W_4829,18,18,B_not_promoted
W_3097,170,170,A
W_243,254,254,A
W_49809,22,5,B_not_promoted
W_7550,1,1,R
W_3673,10,1,R
W_10717,3,2,B_not_promoted
W_10790,1,1,R
W_9006,23,1,R
W_140442,5,9,B_demoted
W_1478,120,120,A
W_799,35,35,A
W_79329,10,2,B_not_promoted
W_137560,2,1,R
W_75372,35,35,A
W_4849,246,246,A
W_141096,180,180,A
W_141096,2,2,B_not_promoted
W_141096,107,107,A
W_59954,14,3,B_not_promoted
W_4702,5,1,R
W_4694,32,32,A
W_94,3,1,R
W_5930,30,3,B_not_promoted
W_2658,1,1,R
W_141096,100,100,A
W_55442,24,18,B_not_promoted
W_141096,19,2,B_not_promoted
W_10745,84,84,A
W_148,7,1,R
W_10790,2,1,R
W_9103,1,1,R
W_2696,46,46,A
W_2970,9,1,R
W_123840,14,16,B_demoted
W_21721,10,30,B_demoted
W_10852,30,15,B_not_promoted
W_9004,8,2,B_not_promoted
W_141096,478,478,A
W_10850,208,208,A
W_141096,51,51,A
W_141096,367,367,A
W_4887,97,97,A
W_34086,5,1,R
W_26941,1,1,R
W_111408,57,57,A
W_11474,96,96,A
W_141096,116,116,A
W_3414,1,1,R
W_3177,11,1,R
W_5555,1,1,R
W_11352,430,430,A
W_9626,2,1,R
W_30668,264,264,A
W_679,2,1,R
W_64445,1,1,R
W_3237,326,326,A
W_21528,45,45,A
W_13523,1,1,R
W_58783,170,170,A
W_65609,36,36,A
W_5440,37,37,A
W_4884,778,778,A
W_10845,14,1,R
W_27790,2,1,R
W_141096,14,3,B_not_promoted
W_122499,122,122,A
W_1130,11,1,R
W_7213,63,63,A
W_10065,5131,5131,A
W_343,2,1,R
W_38429,60,60,A
W_2427,2,1,R
W_141096,10,15,B_demoted
W_57375,336,336,A
W_34353,2,1,R
W_40924,208,208,A
W_113981,118,118,A
W_9507,1,1,R
W_45948,19,1,R
W_112241,8,30,B_demoted
W_80336,144,144,A
W_115728,4,1,R
W_88508,321,321,A
W_141096,1019,1019,A
W_13216,9,1,R
W_17866,33,33,A
W_20254,156,156,A
W_20254,323,323,A
W_20254,165,165,A
W_20254,278,278,A
W_14501,3,1,R
W_141096,10,9,B_not_promoted
W_4849,37,37,A
W_4849,880,880,A
W_113724,19,6,B_not_promoted
W_11352,4,3,B_not_promoted
W_121182,68,68,A
W_7247,36,36,A
W_856,22,8,B_not_promoted
W_2673,217,217,A
W_3447,9,12,B_demoted
W_91832,347,347,A
W_4806,464,464,A
W_3177,159,159,A
W_111854,126,126,A
W_8387,14,1,R
W_13873,57,57,A
W_10851,20,1,R
W_22451,2,1,R
W_4726,348,348,A
W_2474,10,21,B_demoted
W_9644,33,33,A
W_11051,1,1,R
W_4244,41,41,A
W_3447,97,97,A
W_817,4245,4245,A
W_4012,1,1,R
W_34568,34,34,A
W_1478,5,5,B_not_promoted
W_3529,33,33,A
W_5118,31,31,A
W_19985,30,6,B_not_promoted
W_7578,274,274,A
W_383,3,1,R
W_34604,194,194,A
W_3447,1,1,R
W_20960,16,8,B_not_promoted
W_10902,4,29,B_demoted
W_45783,649,649,A
W_53262,6,29,B_demoted
W_10577,866,866,A
W_3447,12,11,B_not_promoted
W_2081,22,18,B_not_promoted
W_8937,1,1,R
W_34699,23,19,B_not_promoted
W_59954,31,31,A
W_10313,424,424,A
W_27328,91,91,A
W_35472,16,6,B_not_promoted
W_10526,1,1,R
W_642,989,989,A
W_7257,132,132,A
W_83871,26,14,B_not_promoted
W_39055,14,30,B_demoted
W_8937,4,1,R
W_11535,15,21,B_demoted
W_87425,19,17,B_not_promoted
W_1412,22,11,B_not_promoted
W_3447,4,1,R
W_52660,3,1,R
W_52660,15,2,B_not_promoted
W_5231,11,2,B_not_promoted
W_142008,86,86,A
W_49809,33,33,A
W_142008,12,24,B_demoted
W_34791,3,1,R
W_119158,1,3,B_demoted
W_34791,3,1,R
W_34791,702,702,A
W_34791,68,68,A
W_34791,1,1,R
W_3414,29,22,B_not_promoted
W_3447,12,4,B_not_promoted
W_54461,6,1,R
W_39786,5046,5046,A
W_142008,30,24,B_not_promoted
W_13687,417,417,A
W_142049,6,1,R
W_25030,1,1,R
W_76498,108,108,A
W_4066,5,1,R
W_2474,43,43,A
W_7489,1279,1279,A
W_6784,1,1,R
W_142008,2809,2809,A
W_142008,24,12,B_not_promoted
W_26941,1,1,R
W_7116,104,104,A
W_10838,91,91,A
W_34907,60,60,A
W_142008,805,805,A
W_11484,96,96,A
W_93644,59,59,A
W_142008,21,26,B_demoted
W_23116,4,1,R
W_117450,3,6,B_demoted
W_9290,1,1,R
W_39783,77,77,A
W_142008,87,87,A
W_30668,19,1,R
W_11472,115,115,A
W_51795,275,275,A
W_142008,258,258,A
W_40675,172,172,A
W_13552,106,106,A
W_4690,4,1,R
W_142008,88,88,A
W_27913,245,245,A
W_87758,256,256,A
W_343,1,1,R
W_98770,550,550,A
W_284,12,16,B_demoted
W_3497,25,1,R
W_99743,548,548,A
W_20539,69,69,A
W_27913,24,23,B_not_promoted
W_9263,10,3,B_not_promoted
W_9263,8,7,B_not_promoted
W_2083,5,1,R
W_7762,80,80,A
W_27911,129,129,A
W_102577,99,99,A
W_2930,1,1,R
W_7213,29,6,B_not_promoted
W_40924,1425,1425,A
W_115692,35,35,A
W_42311,1,1,R
W_799,1,1,R
W_115814,6,1,R
W_1033,1,1,R
W_627,62,62,A
W_12460,20,21,B_demoted
W_142439,10,7,B_not_promoted
W_142439,30,29,B_not_promoted
W_21013,581,581,A
W_142440,820,820,A
W_142439,12,2,B_not_promoted
W_142440,9,11,B_demoted
W_142440,14,11,B_not_promoted
W_142439,403,403,A
W_142440,491,491,A
W_142440,4,4,B_not_promoted
W_142440,10,1,R
W_1130,1,1,R
W_1924,1,1,R
W_1478,1,1,R
W_82218,1225,1225,A
W_3237,55,55,A
W_142440,5,6,B_demoted
W_142440,24,2,B_not_promoted
W_5616,65,65,A
W_82218,26,11,B_not_promoted
W_142497,3,1,R
W_142497,44,44,A
W_20710,43,43,A
W_142440,12,4,B_not_promoted
W_142440,4,1,R
W_142440,7,10,B_demoted
W_39785,2,1,R
W_142440,25,3,B_not_promoted
W_142440,9,21,B_demoted
W_35188,37,37,A
W_35206,32,32,A
W_65049,6,28,B_demoted
W_142439,26,26,B_not_promoted
W_1409,330,330,A
W_20120,58,58,A
W_1353,266,266,A
W_21817,341,341,A
W_10428,4,1,R
W_3097,1,1,R
W_116516,497,497,A
W_10526,3,3,B_not_promoted
W_14969,95,95,A
W_3529,1,2,B_demoted
W_125147,46,46,A
W_13216,2,1,R
W_7581,384,384,A
W_53262,39,39,A
W_10848,49,49,A
W_9704,17,12,B_not_promoted
W_10848,260,260,A
W_9262,96,96,A
W_91832,34,34,A
W_11859,556,556,A
W_86795,516,516,A
W_35389,9,1,R
W_2970,4,1,R
W_5388,39,39,A
W_8202,293,293,A
W_3529,24,30,B_demoted
W_11823,1,19,B_demoted
W_3529,8,19,B_demoted
W_20610,1,1,R
W_23627,9,30,B_demoted
W_3529,1,1,R
W_3529,11,21,B_demoted
W_35472,1,1,R
W_35472,35,35,A
W_1153,46,46,A
W_11841,4,1,R
W_23627,19,2,B_not_promoted
W_61921,198,198,A
W_39055,34,34,A
W_29045,17,18,B_demoted
W_103129,258,258,A
W_143052,1921,1921,A
W_143052,24,1,R
W_143052,5,2,B_not_promoted
W_143052,1,1,R
W_143052,254,254,A
W_9131,73,73,A
W_34086,1,1,R
W_82985,84,84,A
W_7583,489,489,A
W_143052,342,342,A
W_143052,207,207,A
W_40675,66,66,A
W_39786,1,2,B_demoted
W_3552,3,1,R
W_39786,5,1,R
W_39786,3,7,B_demoted
W_39786,11,15,B_demoted
W_42453,2060,2060,A
W_27320,1,1,R
W_3552,376,376,A
W_4820,74,74,A
W_3552,2470,2470,A
W_143172,188,188,A
W_143172,15,2,B_not_promoted
W_143172,4586,4586,A
W_143172,72,72,A
W_143172,295,295,A
W_2855,1246,1246,A
W_9703,4,1,R
W_9703,193,193,A
W_3552,69,69,A
W_125863,34,34,A
W_14019,3,1,R
W_3552,1387,1387,A
W_13523,2,1,R
W_12792,26,16,B_not_promoted
W_143172,83,83,A
W_5534,228,228,A
W_7261,1718,1718,A
W_143172,36,36,A
W_143172,29,9,B_not_promoted
W_143172,97,97,A
W_15300,1,1,R
W_7261,1,1,R
W_26111,7,23,B_demoted
W_121495,84,84,A
W_5231,256,256,A
W_7032,8,1,R
W_14599,117,117,A
W_3744,74,74,A
W_32531,1,1,R
W_1792,99,99,A
W_11485,1,1,R
W_59319,185,185,A
W_30678,12,1,R
W_69914,171,171,A
W_69914,46,46,A
W_4012,118,118,A
W_143172,9,1,R
W_115249,55,55,A
W_143172,71,71,A
W_1130,373,373,A
W_39525,1,1,R
W_5687,1,1,R
W_3928,1,1,R
W_4846,36,36,A
W_93644,8,2,B_not_promoted
W_31003,92,92,A
W_114608,630,630,A
W_131020,73,73,A
W_6031,76,76,A
W_11473,428,428,A
W_14599,1324,1324,A
W_53040,1685,1685,A
W_10717,302,302,A
W_97632,524,524,A
W_114408,9,1,R
W_399,259,259,A
W_8535,4,14,B_demoted
W_11516,560,560,A
W_4833,4,1,R
W_3414,2,4,B_demoted
W_19903,8,14,B_demoted
W_4751,3783,3783,A
W_6216,17,1,R
W_4354,127,127,A
W_7578,71,71,A
W_35206,133,133,A
W_40924,61,61,A
W_40702,34,34,A
W_114394,84,84,A
W_343,4,1,R
W_1376,3,11,B_demoted
W_21817,1,15,B_demoted
W_143172,153,153,A
W_8696,1,1,R
W_22581,4706,4706,A
W_3266,112,112,A
W_9276,4,4,B_not_promoted
W_9376,109,109,A
W_6292,7,2,B_not_promoted
W_11051,6,1,R
W_3599,204,204,A
W_10144,2,1,R
W_10913,26,1,R
W_112006,21,15,B_not_promoted
W_2974,1,1,R
W_4354,343,343,A
W_23239,8,1,R
W_61933,6,1,R
W_11552,1985,1985,A
W_103129,401,401,A
W_704,169,169,A
W_36064,1,1,R
W_9350,21,1,R
W_4865,846,846,A
W_26941,15,1,R
W_7495,1,1,R
W_11485,1,1,R
W_28094,86,86,A
W_11785,15,2,B_not_promoted
W_10846,10,7,B_not_promoted
W_38517,353,353,A
W_3057,78,78,A
W_11006,36,36,A
W_116622,11,18,B_demoted
W_22286,299,299,A
W_8696,1,2,B_demoted
W_62433,1497,1497,A
W_14969,2,4,B_demoted
W_43012,1,1,R
W_3353,2,1,R
W_3353,1,1,R
W_10428,3,1,R
W_6437,2,1,R
W_6437,34,34,A
W_18,3,2,B_not_promoted
W_6403,1,1,R
W_4468,31,31,A
W_6437,1,1,R
W_4468,79,79,A
W_111535,1,1,R
W_119473,63,63,A
W_91832,534,534,A
W_40675,1080,1080,A
W_94,111,111,A
W_5687,3,1,R
W_575,1,1,R
W_55861,2,2,B_not_promoted
W_10065,3,8,B_demoted
W_5118,10,2,B_not_promoted
W_14019,7,3,B_not_promoted
W_961,1,1,R
W_5102,17,1,R
W_40675,348,348,A
W_122499,244,244,A
W_129296,313,313,A
W_99743,72,72,A
W_22084,1,1,R
W_4217,7,19,B_demoted
W_41946,30,14,B_not_promoted
W_41946,33,33,A
W_1347,1,1,R
W_10212,4,2,B_not_promoted
W_51795,86,86,A
W_54816,77,77,A
W_3321,5,1,R
W_5915,3,1,R
W_64650,730,730,A
W_41946,10,1,R
W_41946,11,2,B_not_promoted
W_41946,562,562,A
W_144326,1,1,R
W_41946,387,387,A
W_27641,9,1,R
W_41946,54,54,A
W_41946,61,61,A
W_98152,10,28,B_demoted
W_41946,1943,1943,A
W_41946,230,230,A
W_144354,1,1,R
W_142497,3,1,R
W_116565,3,2,B_not_promoted
W_34353,4,28,B_demoted
W_3266,20,1,R
W_10850,1,4,B_demoted
W_22926,42,42,A
W_35206,70,70,A
W_135726,1,1,R
W_22053,8,1,R
W_22084,1,1,R
W_21828,36,36,A
W_52963,3,1,R
W_5549,38,38,A
W_144458,1,1,R
W_2558,2,1,R
W_7961,3,2,B_not_promoted
W_20960,16,1,R
W_1456,1,1,R
W_1378,1,2,B_demoted
W_13695,5,7,B_demoted
W_61207,87,87,A
W_103,3,1,R
W_5555,1,1,R
W_17866,559,559,A
W_3447,35,35,A
W_19748,135,135,A
W_62475,22,11,B_not_promoted
W_31938,245,245,A
W_6292,1466,1466,A
W_2970,92,92,A
W_1002,243,243,A
W_4728,43,43,A
W_144648,2,2,B_not_promoted
W_64395,847,847,A
W_93644,15,1,R
W_4655,5,1,R
W_112097,132,132,A
W_58783,14,1,R
W_144648,466,466,A
W_144648,16,4,B_not_promoted
W_144648,250,250,A
W_144648,674,674,A
W_144648,2572,2572,A
W_144648,1,2,B_demoted
W_39783,895,895,A
W_28687,9,2,B_not_promoted
W_13873,1,7,B_demoted
W_23770,156,156,A
W_12792,53,53,A
W_13698,161,161,A
W_8203,1122,1122,A
W_367,1,1,R
W_124571,33,33,A
W_59319,3,3,B_not_promoted
W_1795,1,1,R
W_1278,1,1,R
W_1002,31,31,A
W_998,1,1,R
W_642,297,297,A
W_15519,3,1,R
W_23544,10,14,B_demoted
W_4642,3,3,B_not_promoted
W_24222,1,1,R
W_56072,4,1,R
W_5555,270,270,A
W_10852,14,4,B_not_promoted
W_19789,3,1,R
W_28784,399,399,A
W_10144,1,1,R
W_23142,9,1,R
W_121296,102,102,A
W_4700,222,222,A
W_4692,371,371,A
W_4704,338,338,A
W_303,16,1,R
W_58781,955,955,A
W_86795,27,18,B_not_promoted
W_11484,192,192,A
W_19943,2,5,B_demoted
W_40924,10,19,B_demoted
W_22945,16,6,B_not_promoted
W_623,96,96,A
W_117791,19,4,B_not_promoted
W_35188,99,99,A
W_45948,42,42,A
W_10253,65,65,A
W_32053,8,1,R
W_23165,12,1,R
W_64766,1983,1983,A
W_23770,334,334,A
W_4854,6,11,B_demoted
W_62086,137,137,A
W_32534,354,354,A
W_9276,16,3,B_not_promoted
W_56366,79,79,A
W_8535,819,819,A
W_13695,4,1,R
W_109122,69,69,A
W_7257,184,184,A
W_623,3,1,R
W_7578,1367,1367,A
W_114742,1,1,R
W_68063,81,81,A
W_142049,150,150,A
W_20097,2,10,B_demoted
W_19912,7,1,R
W_145365,1,1,R
W_7581,207,207,A
W_4702,18,25,B_demoted
W_7264,35,35,A
W_98311,121,121,A
W_43898,523,523,A
W_343,10975,10975,A
W_2083,1199,1199,A
W_2407,57,57,A
W_2407,5,3,B_not_promoted
W_10907,120,120,A
W_1769,1,1,R
W_31938,8,1,R
W_3211,1,1,R
W_26461,392,392,A
W_18507,97,97,A
W_27906,453,453,A
W_13440,7,25,B_demoted
W_1278,2,1,R
W_97414,1,1,R
W_97414,4,11,B_demoted
W_15223,10,15,B_demoted
W_9350,2,1,R
W_28784,34,34,A
W_19985,76,76,A
W_4820,188,188,A
W_23767,742,742,A
W_35206,11,11,B_not_promoted
W_29060,85,85,A
W_4642,203,203,A
W_54466,1,1,R
W_12159,10,13,B_demoted
W_373,1,1,R
W_10845,26,25,B_not_promoted
W_70931,24,17,B_not_promoted
W_20257,222,222,A
W_11785,3840,3840,A
W_116622,1,3,B_demoted
W_38171,42,42,A
W_7264,156,156,A
W_10849,8,1,R
W_10913,132,132,A
W_4698,400,400,A
W_117849,408,408,A
W_25511,19,29,B_demoted
W_4849,19,19,B_not_promoted
W_2855,110,110,A
W_34791,4,1,R
W_2407,462,462,A
W_32408,6,7,B_demoted
W_11841,1,1,R
W_10788,75,75,A
W_642,2,1,R
W_124809,12,1,R
W_3744,1,1,R
W_11474,41,41,A
W_430,6,2,B_not_promoted
W_111906,1041,1041,A
W_375,2,1,R
W_37513,1,1,R
W_19508,48,48,A
W_21352,11,4,B_not_promoted
W_126478,272,272,A
W_22556,2,1,R
W_343,1,1,R
W_8937,1,1,R
W_14969,9,3,B_not_promoted
W_14019,51,51,A
W_12992,1,1,R
W_71702,174,174,A
W_4806,6,1,R
W_11833,262,262,A
W_564,1,1,R
W_15385,1,1,R
W_1305,3,1,R
W_5368,2,1,R
W_2158,44,44,A
W_3174,3,4,B_demoted
W_137560,50,50,A
W_1454,3,1,R
W_5363,156,156,A
W_22451,86,86,A
W_116622,96,96,A
W_59319,167,167,A
W_11667,56,56,A
W_2759,189,189,A
W_2966,1,1,R
W_5095,1,1,R
W_37776,1,1,R
W_121296,73,73,A
W_4755,1,1,R
W_7253,52,52,A
W_2427,47,47,A
W_5233,228,228,A
W_5233,155,155,A
W_138964,15,24,B_demoted
W_138964,2,1,R
W_48320,2585,2585,A
W_138964,9,18,B_demoted
W_138964,7,1,R
W_138964,155,155,A
W_12460,22,3,B_not_promoted
W_6676,5,3,B_not_promoted
W_39520,6,1,R
W_27911,5,4,B_not_promoted
W_138964,129,129,A
W_138964,1,1,R
W_143052,342,342,A
W_424,1,1,R
W_2970,14,17,B_demoted
W_23142,17,1,R
W_6693,2,1,R
W_1412,34,34,A
W_3673,212,212,A
W_3237,33,33,A
W_12937,29,23,B_not_promoted
W_138964,7,1,R
W_11352,196,196,A
W_138964,1,1,R
W_138964,26,1,R
W_28094,1093,1093,A
