query_pid,query_wid,s1_first,s1_ap,cov,none_n96_first,none_n96_ap,profile_cosine_n96_first,profile_cosine_n96_ap,exhaustive_dtw_n96_first,exhaustive_dtw_n96_ap,none_n384_first,none_n384_ap,profile_cosine_n384_first,profile_cosine_n384_ap,exhaustive_dtw_n384_first,exhaustive_dtw_n384_ap
P_80391,W_3092,47,0.015360815349384408,0,47,0.01536082,47,0.01536082,47,0.01536082,47,0.01536082,47,0.01536082,47,0.01536082
P_80464,W_4775,340,0.003631120991932969,0,340,0.00363112,340,0.00363112,340,0.00363112,340,0.00363112,340,0.00363112,340,0.00363112
P_80524,W_49809,68,0.006879791135167977,0,68,0.00687979,68,0.00687979,68,0.00687979,68,0.00687979,68,0.00687979,68,0.00687979
P_80590,W_63101,8,0.019324581750456978,1,3,0.03668569,1,0.09224125,8,0.01932458,8,0.01932458,2,0.05057458,10,0.01724125
P_80605,W_9290,65,0.01043679770024185,0,65,0.0104368,65,0.0104368,65,0.0104368,65,0.0104368,65,0.0104368,65,0.0104368
P_80630,W_20049,8,0.015018691039901652,1,6,0.01849091,26,0.00780715,26,0.00780715,8,0.01501869,26,0.00780715,26,0.00780715
P_80635,W_11649,49,0.016694835488055795,0,49,0.01669484,49,0.01669484,49,0.01669484,49,0.01669484,49,0.01669484,49,0.01669484
P_80758,W_2427,401,0.0033742579709813395,0,401,0.00337426,401,0.00337426,401,0.00337426,401,0.00337426,401,0.00337426,401,0.00337426
P_80763,W_26687,3,0.07152971837271406,1,1,0.12708527,1,0.12708527,1,0.12708527,1,0.12708527,1,0.12708527,1,0.12708527
P_80779,W_11657,1,0.19549681622625215,4,1,0.22378741,1,0.24303955,1,0.24303955,1,0.22378741,1,0.26561281,1,0.26561281
P_80810,W_226,1,0.5706855703870543,11,1,0.40148526,1,0.8491566,1,0.8491566,1,0.4156821,1,0.91412751,1,0.91412751
P_80814,W_39525,3,0.13722822557233982,4,1,0.20409286,1,0.32921426,1,0.32921426,1,0.23145397,1,0.4030779,1,0.4030779
P_8096,W_3211,1,0.44043483811399325,9,3,0.23682727,1,0.34469373,1,0.37928622,2,0.25951014,4,0.31639147,2,0.34854936
P_8098,W_3211,2,0.3058809456839859,7,1,0.26601379,1,0.44196939,1,0.44050741,2,0.22989966,1,0.41419162,1,0.41419162
P_81016,W_22451,43,0.0035782855698702366,0,43,0.00357829,43,0.00357829,43,0.00357829,43,0.00357829,43,0.00357829,43,0.00357829
P_81052,W_175,126,0.002134344986799168,0,126,0.00213434,126,0.00213434,126,0.00213434,126,0.00213434,126,0.00213434,126,0.00213434
P_81053,W_148,691,0.001356531943761582,0,691,0.00135653,691,0.00135653,691,0.00135653,691,0.00135653,691,0.00135653,691,0.00135653
P_81056,W_23772,2,0.06632335606958366,1,6,0.03854558,26,0.02786182,17,0.02955865,7,0.03656145,26,0.02786182,18,0.02928632
P_81057,W_51795,12,0.022944786606541052,1,8,0.02641701,28,0.01897653,26,0.01920547,9,0.0252596,28,0.01897653,28,0.01897653
P_81071,W_7249,1,0.11438660246560307,3,14,0.03202293,1,0.12615675,1,0.12615675,14,0.03202293,1,0.15169597,1,0.15169597
P_8108,W_3211,4,0.25865296952981087,7,1,0.32614654,1,0.47812608,1,0.47812608,1,0.3280734,1,0.51748896,1,0.51428383
P_8109,W_3211,4,0.38415600100382713,10,1,0.45529881,1,0.45502572,1,0.44899624,1,0.45153879,1,0.42885388,1,0.42476917
P_81116,W_14354,9,0.03305565235318966,1,14,0.02974877,14,0.02974877,14,0.02974877,13,0.03020665,15,0.02935195,15,0.02935195
P_81118,W_14354,10,0.02830362272220022,2,1,0.10578378,5,0.03487329,5,0.03487329,1,0.10647823,1,0.1013195,1,0.1013195
P_81119,W_14354,52,0.009828544784408037,0,52,0.00982854,52,0.00982854,52,0.00982854,52,0.00982854,52,0.00982854,52,0.00982854
P_81120,W_26542,4,0.02565738446486916,1,14,0.01077643,1,0.08815738,1,0.08815738,15,0.01037961,1,0.08815738,1,0.08815738
P_81125,W_26542,10,0.00965247929529862,1,9,0.01057841,1,0.08465248,1,0.08465248,11,0.0088949,1,0.08465248,1,0.08465248
P_8113,W_3211,9,0.10360734476171801,5,1,0.23613257,3,0.1358328,3,0.13547324,1,0.22397669,5,0.12515949,5,0.12300892
P_81148,W_2558,18,0.03996015578410615,1,11,0.04290628,1,0.11866386,1,0.11866386,11,0.04290628,1,0.11866386,1,0.11866386
P_8117,W_3211,7,0.13730515304101218,4,2,0.17189225,3,0.13865812,3,0.14213034,1,0.20588348,5,0.12410023,7,0.1201396
P_8120,W_3211,1,0.5169979503771664,8,1,0.39327892,1,0.39785732,1,0.45963721,1,0.40186347,1,0.45338774,1,0.44520613
P_81241,W_29487,42,0.008083360110640049,0,42,0.00808336,42,0.00808336,42,0.00808336,42,0.00808336,42,0.00808336,42,0.00808336
P_81243,W_22961,872,0.00182364426390429,0,872,0.00182364,872,0.00182364,872,0.00182364,872,0.00182364,872,0.00182364,872,0.00182364
P_81246,W_11794,49,0.00932093942123755,0,49,0.00932094,49,0.00932094,49,0.00932094,49,0.00932094,49,0.00932094,49,0.00932094
P_81267,W_7253,244,0.006659613189134262,0,244,0.00665961,244,0.00665961,244,0.00665961,244,0.00665961,244,0.00665961,244,0.00665961
P_81268,W_7253,98,0.008544685692726697,0,98,0.00854469,98,0.00854469,98,0.00854469,98,0.00854469,98,0.00854469,98,0.00854469
P_81274,W_10144,1,0.6149902516511665,8,8,0.19155958,1,0.70779328,1,0.70779328,9,0.18847633,1,0.70779328,1,0.70779328
P_81275,W_10144,6,0.0395855126064936,2,1,0.11022613,1,0.18478753,1,0.18478753,1,0.10978753,1,0.18478753,1,0.18478753
P_81277,W_15519,12,0.028300598483191636,2,24,0.02332913,1,0.18077644,1,0.18077644,24,0.02332913,1,0.18077644,1,0.18077644
P_81305,W_33213,46,0.021976446718871157,0,46,0.02197645,46,0.02197645,46,0.02197645,46,0.02197645,46,0.02197645,46,0.02197645
P_81306,W_10847,17,0.025709659941348818,1,2,0.06247437,1,0.10414103,1,0.10414103,2,0.06247437,1,0.10414103,1,0.10414103
P_81407,W_10849,153,0.011478479232184327,0,153,0.01147848,153,0.01147848,153,0.01147848,153,0.01147848,153,0.01147848,153,0.01147848
P_81612,W_1792,11,0.021481579884796213,1,2,0.05557249,5,0.03057249,6,0.02779471,2,0.05557249,2,0.05557249,2,0.05557249
P_81614,W_1792,115,0.005028399934108964,0,115,0.0050284,115,0.0050284,115,0.0050284,115,0.0050284,115,0.0050284,115,0.0050284
P_81618,W_1792,24,0.01703155610972946,1,27,0.01664575,4,0.03439267,5,0.030226,28,0.01653552,1,0.09689267,1,0.09689267
P_817,W_817,2,0.23460463598599493,5,1,0.37660593,1,0.41678357,1,0.41678357,1,0.3932726,1,0.46223811,1,0.46223811
P_81704,W_10338,1,0.669183795788488,8,1,0.46319138,1,0.63598274,1,0.63598274,1,0.47124768,1,0.6691838,1,0.6691838
P_81722,W_81722,383,0.0021035229116950637,0,383,0.00210352,383,0.00210352,383,0.00210352,383,0.00210352,383,0.00210352,383,0.00210352
P_81723,W_81722,768,0.001550057275863607,0,768,0.00155006,768,0.00155006,768,0.00155006,768,0.00155006,768,0.00155006,768,0.00155006
P_81728,W_81722,334,0.002887883862333431,0,334,0.00288788,334,0.00288788,334,0.00288788,334,0.00288788,334,0.00288788,334,0.00288788
P_81801,W_7229,2,0.1109129495530839,2,1,0.18035739,1,0.18035739,1,0.18035739,1,0.18035739,1,0.13869073,1,0.13869073
P_81804,W_42117,123,0.004006352550114431,0,123,0.00400635,123,0.00400635,123,0.00400635,123,0.00400635,123,0.00400635,123,0.00400635
P_81814,W_1305,1,0.15623442270179236,4,1,0.12808025,1,0.27709007,1,0.2764862,1,0.12866874,1,0.27593065,1,0.27593065
P_81815,W_2974,2,0.18517040041973432,5,2,0.12902266,8,0.11237628,8,0.11076564,1,0.17068933,6,0.15227968,6,0.15227968
P_81816,W_8824,128,0.011666129661015446,0,128,0.01166613,128,0.01166613,128,0.01166613,128,0.01166613,128,0.01166613,128,0.01166613
P_81823,W_2558,1,0.3391959300121615,5,1,0.23535995,1,0.37887847,1,0.37887847,1,0.24016764,1,0.41727716,1,0.41469718
P_81824,W_209,192,0.0016699515007423456,0,192,0.00166995,192,0.00166995,192,0.00166995,192,0.00166995,192,0.00166995,192,0.00166995
P_81924,W_1792,7,0.02050266888984553,1,14,0.01455029,8,0.01901457,9,0.01785717,14,0.01455029,13,0.01500816,13,0.01500816
P_8202,W_8202,1077,0.0007173996379383372,0,1077,0.0007174,1077,0.0007174,1077,0.0007174,1077,0.0007174,1077,0.0007174,1077,0.0007174
P_8204,W_8203,47,0.008797946690864332,0,47,0.00879795,47,0.00879795,47,0.00879795,47,0.00879795,47,0.00879795,47,0.00879795
P_8205,W_8203,68,0.0075492919740856755,0,68,0.00754929,68,0.00754929,68,0.00754929,68,0.00754929,68,0.00754929,68,0.00754929
P_82078,W_6616,51,0.01878463681742062,0,51,0.01878464,51,0.01878464,51,0.01878464,51,0.01878464,51,0.01878464,51,0.01878464
P_82094,W_4690,196,0.006383281979608948,0,196,0.00638328,196,0.00638328,196,0.00638328,196,0.00638328,196,0.00638328,196,0.00638328
P_82103,W_20162,267,0.0018317464671357402,0,267,0.00183175,267,0.00183175,267,0.00183175,267,0.00183175,267,0.00183175,267,0.00183175
P_82109,W_34604,24,0.00746037151731574,1,4,0.02482148,27,0.00707457,27,0.00707457,11,0.01156391,24,0.00746037,24,0.00746037
P_82110,W_4685,22,0.008672336399626399,1,4,0.02571779,2,0.04655112,3,0.03266224,5,0.02155112,4,0.02571779,5,0.02155112
P_82121,W_5438,52,0.007160080383374402,0,52,0.00716008,52,0.00716008,52,0.00716008,52,0.00716008,52,0.00716008,52,0.00716008
P_82122,W_81722,248,0.002437895025407129,0,248,0.0024379,248,0.0024379,248,0.0024379,248,0.0024379,248,0.0024379,248,0.0024379
P_82147,W_82146,6,0.02742203504632394,1,21,0.0175014,25,0.01686648,18,0.01816278,20,0.01769981,20,0.01769981,14,0.01948553
P_8215,W_2474,38,0.00852895869421568,0,38,0.00852896,38,0.00852896,38,0.00852896,38,0.00852896,38,0.00852896,38,0.00852896
P_82151,W_82146,11,0.018580199938937617,1,13,0.0174147,8,0.02142111,8,0.02142111,14,0.01695682,7,0.0229092,7,0.0229092
P_82155,W_82146,447,0.002428668367607858,0,447,0.00242867,447,0.00242867,447,0.00242867,447,0.00242867,447,0.00242867,447,0.00242867
P_8217,W_2928,8,0.014056971583194931,1,4,0.02447364,21,0.00760856,4,0.02447364,4,0.02447364,15,0.00919586,1,0.08697364
P_8218,W_8213,257,0.006085235393201098,0,257,0.00608524,257,0.00608524,257,0.00608524,257,0.00608524,257,0.00608524,257,0.00608524
P_82200,W_82200,1,0.0893276178120437,1,1,0.08932762,3,0.03377206,3,0.03377206,1,0.08932762,2,0.04766095,2,0.04766095
P_82201,W_82200,302,0.004497083610918727,0,302,0.00449708,302,0.00449708,302,0.00449708,302,0.00449708,302,0.00449708,302,0.00449708
P_82202,W_82200,18,0.01787104749914081,1,27,0.01632784,6,0.02713031,6,0.02713031,27,0.01632784,8,0.02365808,8,0.02365808
P_82225,W_82218,1303,0.0008955642437074462,0,1303,0.00089556,1303,0.00089556,1303,0.00089556,1303,0.00089556,1303,0.00089556,1303,0.00089556
P_82286,W_9507,1,0.40005773033832565,7,1,0.32915065,1,0.45825133,1,0.45825133,1,0.32304213,1,0.528456,1,0.528456
P_82289,W_81722,363,0.0023236688443640384,0,363,0.00232367,363,0.00232367,363,0.00232367,363,0.00232367,363,0.00232367,363,0.00232367
P_82291,W_81722,247,0.002798870743333706,0,247,0.00279887,247,0.00279887,247,0.00279887,247,0.00279887,247,0.00279887,247,0.00279887
P_82328,W_2558,32,0.009144284036684366,0,32,0.00914428,32,0.00914428,32,0.00914428,32,0.00914428,32,0.00914428,32,0.00914428
P_82342,W_10313,50,0.0072497093581474,0,50,0.00724971,50,0.00724971,50,0.00724971,50,0.00724971,50,0.00724971,50,0.00724971
P_82343,W_30678,21,0.00660259205587873,1,3,0.03041212,10,0.01096767,10,0.01096767,6,0.01652323,11,0.0102101,12,0.00957878
P_82446,W_2081,3,0.18095005235648795,5,17,0.08075361,1,0.27129427,1,0.27129427,16,0.08103612,1,0.31461876,1,0.31461876
P_82505,W_29487,146,0.005731734220692877,0,146,0.00573173,146,0.00573173,146,0.00573173,146,0.00573173,146,0.00573173,146,0.00573173
P_82579,W_12992,1,0.5363162539123195,9,1,0.58736771,1,0.68459908,1,0.73741895,1,0.58736771,1,0.71137728,1,0.75917821
P_82704,W_7202,3,0.07358836333359713,3,1,0.14153499,9,0.04719947,2,0.09039332,2,0.12544022,10,0.04782353,1,0.13848585
P_82708,W_12255,16,0.01025956861969145,1,2,0.0467179,13,0.01146149,13,0.01146149,5,0.0217179,15,0.01060679,15,0.01060679
P_82709,W_12255,53,0.009087496636612407,0,53,0.0090875,53,0.0090875,53,0.0090875,53,0.0090875,53,0.0090875,53,0.0090875
P_82716,W_12255,162,0.00673062867422361,0,162,0.00673063,162,0.00673063,162,0.00673063,162,0.00673063,162,0.00673063,162,0.00673063
P_82722,W_12255,71,0.006326974848689861,0,71,0.00632697,71,0.00632697,71,0.00632697,71,0.00632697,71,0.00632697,71,0.00632697
P_82723,W_12255,4,0.038101818817313136,1,19,0.02165445,22,0.02105636,22,0.02105636,22,0.02105636,24,0.02074071,24,0.02074071
P_82724,W_12255,237,0.004746972352912704,0,237,0.00474697,237,0.00474697,237,0.00474697,237,0.00474697,237,0.00474697,237,0.00474697
P_82747,W_5294,45,0.0102685642261805,0,45,0.01026856,45,0.01026856,45,0.01026856,45,0.01026856,45,0.01026856,45,0.01026856
P_82754,W_5294,95,0.012413192872950743,0,95,0.01241319,95,0.01241319,95,0.01241319,95,0.01241319,95,0.01241319,95,0.01241319
P_82756,W_25150,80,0.004686790082822822,0,80,0.00468679,80,0.00468679,80,0.00468679,80,0.00468679,80,0.00468679,80,0.00468679
P_82760,W_22965,273,0.0022788573907072,0,273,0.00227886,273,0.00227886,273,0.00227886,273,0.00227886,273,0.00227886,273,0.00227886
P_82761,W_11794,46,0.0056882169181492566,0,46,0.00568822,46,0.00568822,46,0.00568822,46,0.00568822,46,0.00568822,46,0.00568822
P_82763,W_4826,148,0.0034744289087750694,0,148,0.00347443,148,0.00347443,148,0.00347443,148,0.00347443,148,0.00347443,148,0.00347443
P_82841,W_11850,277,0.005184188762301623,0,277,0.00518419,277,0.00518419,277,0.00518419,277,0.00518419,277,0.00518419,277,0.00518419
P_82842,W_4685,7,0.019075720171412944,1,26,0.01037609,26,0.01037609,23,0.01079415,25,0.01050429,22,0.01095884,23,0.01079415
P_82843,W_29380,437,0.004986936119497691,0,437,0.00498694,437,0.00498694,437,0.00498694,437,0.00498694,437,0.00498694,437,0.00498694
P_82846,W_5438,79,0.009334741308025635,0,79,0.00933474,79,0.00933474,79,0.00933474,79,0.00933474,79,0.00933474,79,0.00933474
P_82874,W_77841,369,0.0040507403736131644,0,369,0.00405074,369,0.00405074,369,0.00405074,369,0.00405074,369,0.00405074,369,0.00405074
P_82876,W_77841,89,0.0032297247111298557,0,89,0.00322972,89,0.00322972,89,0.00322972,89,0.00322972,89,0.00322972,89,0.00322972
P_82877,W_82877,1,0.12671657942418058,3,1,0.20847163,1,0.26907769,1,0.26907769,1,0.21352213,1,0.26907769,1,0.26907769
P_82880,W_82877,7,0.03769578912466442,2,1,0.12182277,1,0.10558901,1,0.11884658,1,0.12182277,1,0.10594976,1,0.1535688
P_82900,W_1153,4,0.08750728051493124,3,1,0.21104895,1,0.1534299,1,0.15045371,1,0.21104895,1,0.18517593,1,0.18517593
P_8292,W_161,8,0.07097350337680924,3,1,0.12686738,1,0.21910385,1,0.21910385,1,0.12686738,1,0.24132607,1,0.24132607
P_82922,W_1153,2,0.1829167653487782,4,1,0.17142381,1,0.38844898,1,0.38844898,1,0.17191788,1,0.38844898,1,0.38844898
P_82956,W_27328,4,0.05400403192839825,2,7,0.02998925,7,0.03465879,7,0.03301406,5,0.03475116,6,0.03733737,6,0.03603018
P_82958,W_2145,18,0.02129955783332794,2,18,0.02104315,1,0.13500326,1,0.13500326,17,0.02131548,1,0.12666993,1,0.12666993
P_82961,W_4820,60,0.012936725248608004,0,60,0.01293673,60,0.01293673,60,0.01293673,60,0.01293673,60,0.01293673,60,0.01293673
P_82962,W_4810,729,0.0019289834801934907,0,729,0.00192898,729,0.00192898,729,0.00192898,729,0.00192898,729,0.00192898,729,0.00192898
P_82963,W_20088,123,0.0043361767088810075,0,123,0.00433618,123,0.00433618,123,0.00433618,123,0.00433618,123,0.00433618,123,0.00433618
P_82965,W_20084,105,0.004643854019304794,0,105,0.00464385,105,0.00464385,105,0.00464385,105,0.00464385,105,0.00464385,105,0.00464385
P_82967,W_19353,71,0.004745315661822843,0,71,0.00474532,71,0.00474532,71,0.00474532,71,0.00474532,71,0.00474532,71,0.00474532
P_82968,W_20069,2,0.045956874281635786,1,30,0.00706799,1,0.08762354,1,0.08762354,30,0.00706799,1,0.08762354,1,0.08762354
P_82969,W_27320,46,0.013287217849188975,0,46,0.01328722,46,0.01328722,46,0.01328722,46,0.01328722,46,0.01328722,46,0.01328722
P_82972,W_20110,4,0.02311658622707467,1,3,0.03006103,1,0.08561659,1,0.08561659,1,0.08561659,1,0.08561659,1,0.08561659
P_82974,W_19945,9,0.018163198033163706,1,11,0.0164797,28,0.01188013,17,0.0138059,12,0.01584838,28,0.01188013,15,0.01445949
P_82975,W_7878,1,0.10773195770634163,3,1,0.18376472,1,0.2578388,1,0.2578388,1,0.18376472,1,0.2578388,1,0.2578388
P_82977,W_8203,113,0.0034522974224336866,0,113,0.0034523,113,0.0034523,113,0.0034523,113,0.0034523,113,0.0034523,113,0.0034523
P_83038,W_7027,7,0.027904810025336648,2,5,0.03715389,1,0.17433338,1,0.17433338,4,0.04238894,1,0.17433338,1,0.17433338
P_83070,W_18,8,0.022730694472743906,1,1,0.09564736,1,0.09564736,1,0.09564736,1,0.09564736,1,0.09564736,1,0.09564736
P_8316,W_6536,2,0.17716220875101277,4,1,0.24776406,1,0.17140033,1,0.16893323,1,0.26204977,1,0.19961591,1,0.1930857
P_83296,W_83296,29,0.018084335505851302,1,29,0.01808434,7,0.02711553,7,0.02711553,29,0.01808434,1,0.09854411,1,0.09854411
P_83300,W_83296,202,0.0047121650946753135,0,202,0.00471217,202,0.00471217,202,0.00471217,202,0.00471217,202,0.00471217,202,0.00471217
P_83301,W_83296,8,0.03398713870614691,2,11,0.02647669,7,0.0338305,7,0.03299508,14,0.02485331,4,0.04379106,4,0.04275907
P_83302,W_83296,712,0.001679887497945921,0,712,0.00167989,712,0.00167989,712,0.00167989,712,0.00167989,712,0.00167989,712,0.00167989
P_8334,W_575,5,0.08434338124294044,4,1,0.17303691,1,0.21767671,1,0.21767671,1,0.16470358,3,0.14272081,3,0.14272081
P_8339,W_8339,352,0.002194817150811852,0,352,0.00219482,352,0.00219482,352,0.00219482,352,0.00219482,352,0.00219482,352,0.00219482
P_8340,W_8339,3,0.06493833574231532,2,7,0.03109146,1,0.09966056,1,0.09966056,8,0.02960337,1,0.106605,1,0.106605
P_83423,W_34086,25,0.07287724399887312,4,1,0.18967189,5,0.09577596,6,0.09148303,1,0.23054152,3,0.13188708,3,0.13188708
P_83532,W_64766,838,0.0012055922777069064,0,838,0.00120559,838,0.00120559,838,0.00120559,838,0.00120559,838,0.00120559,838,0.00120559
P_83544,W_5438,36,0.00996622810770015,0,36,0.00996623,36,0.00996623,36,0.00996623,36,0.00996623,36,0.00996623,36,0.00996623
P_83545,W_22965,22,0.011321983898389024,1,11,0.01510986,22,0.01132198,22,0.01132198,7,0.01943887,16,0.01274244,16,0.01274244
P_8371,W_3162,3,0.1441895883767024,5,1,0.29691048,1,0.26092192,1,0.26114659,1,0.31119619,1,0.26862765,1,0.27757221
P_83727,W_18,1,0.1042648307226053,1,26,0.02413663,3,0.04870928,3,0.04870928,26,0.02413663,2,0.06259816,2,0.06259816
P_8381,W_3162,1,0.5139948524900749,8,12,0.14578955,1,0.47421137,1,0.57824696,13,0.1447107,1,0.53255996,1,0.63446269
P_8386,W_3162,1,0.3916225189859219,8,1,0.58789256,1,0.56116339,1,0.55655418,1,0.61021398,1,0.65389215,1,0.64783154
P_83871,W_83871,1,0.10238888725677518,2,1,0.17461111,1,0.17461111,1,0.17461111,1,0.17461111,1,0.17461111,1,0.17461111
P_83873,W_83873,1,0.08682554507164042,1,1,0.08682555,1,0.08682555,1,0.08682555,1,0.08682555,1,0.08682555,1,0.08682555
P_8389,W_998,1,0.1279946667911003,3,1,0.20417867,1,0.20522034,1,0.20522034,1,0.20522034,1,0.23855367,1,0.23855367
P_83895,W_83871,167,0.0032627046512703154,0,167,0.0032627,167,0.0032627,167,0.0032627,167,0.0032627,167,0.0032627,167,0.0032627
P_83908,W_83873,1220,0.0015177482540116476,0,1220,0.00151775,1220,0.00151775,1220,0.00151775,1220,0.00151775,1220,0.00151775,1220,0.00151775
P_8391,W_3162,613,0.004507841376392441,0,613,0.00450784,613,0.00450784,613,0.00450784,613,0.00450784,613,0.00450784,613,0.00450784
P_83911,W_83881,667,0.0017255255437732258,0,667,0.00172553,667,0.00172553,667,0.00172553,667,0.00172553,667,0.00172553,667,0.00172553
P_83917,W_83881,283,0.0034135165605650407,0,283,0.00341352,283,0.00341352,283,0.00341352,283,0.00341352,283,0.00341352,283,0.00341352
P_83920,W_83873,38,0.013773217189562597,0,38,0.01377322,38,0.01377322,38,0.01377322,38,0.01377322,38,0.01377322,38,0.01377322
P_83925,W_83871,381,0.0026318936992597406,0,381,0.00263189,381,0.00263189,381,0.00263189,381,0.00263189,381,0.00263189,381,0.00263189
P_83926,W_83873,405,0.0014452635395371639,0,405,0.00144526,405,0.00144526,405,0.00144526,405,0.00144526,405,0.00144526,405,0.00144526
P_83959,W_34604,5,0.02734868589615158,1,26,0.01388715,22,0.0144699,23,0.01430521,26,0.01388715,22,0.0144699,22,0.0144699
P_83979,W_1795,6,0.046862245940535834,3,7,0.06051617,2,0.12533447,2,0.12533447,7,0.05985828,1,0.21600907,1,0.20350907
P_83986,W_1795,1,0.25603370871182235,4,7,0.06690733,1,0.15120828,1,0.14969313,5,0.0711819,1,0.15620406,1,0.15322787
P_83987,W_1795,53,0.012587392397109147,0,53,0.01258739,53,0.01258739,53,0.01258739,53,0.01258739,53,0.01258739,53,0.01258739
P_84025,W_83881,100,0.00581641393973372,0,100,0.00581641,100,0.00581641,100,0.00581641,100,0.00581641,100,0.00581641,100,0.00581641
P_8404,W_3162,3,0.32122206004036935,7,1,0.41209508,1,0.22031072,1,0.22031072,1,0.51100381,1,0.33068919,1,0.33068919
P_841,W_841,4,0.2582962581352526,7,7,0.16840428,1,0.51833815,1,0.51833815,7,0.17301356,1,0.55306037,1,0.55306037
P_84140,W_29130,12,0.047615794816811656,3,4,0.07198587,1,0.21228307,1,0.21228307,5,0.06933435,1,0.23471897,1,0.23471897
P_84247,W_44435,84,0.0051115047635511505,0,84,0.0051115,84,0.0051115,84,0.0051115,84,0.0051115,84,0.0051115,84,0.0051115
P_84249,W_28184,10,0.02887421013481947,2,11,0.02147412,1,0.17331865,1,0.17331865,10,0.0222317,1,0.17331865,1,0.17331865
P_84250,W_4837,241,0.006350023349189008,0,241,0.00635002,241,0.00635002,241,0.00635002,241,0.00635002,241,0.00635002,241,0.00635002
P_84252,W_21817,7,0.01900171787144944,1,13,0.01350721,6,0.02098584,6,0.02098584,13,0.01350721,4,0.02793029,4,0.02793029
P_84260,W_42338,130,0.005038027929266328,0,130,0.00503803,130,0.00503803,130,0.00503803,130,0.00503803,130,0.00503803,130,0.00503803
P_84377,W_21958,4,0.0774978803758347,3,1,0.12935254,2,0.09830225,2,0.09830225,1,0.12913208,1,0.15651303,1,0.15419822
P_84379,W_21958,5,0.13929075672559432,5,1,0.18007622,1,0.29241576,1,0.27813004,1,0.17898097,1,0.29013542,1,0.28804686
P_84380,W_21958,1,0.1840667654407928,2,1,0.1074001,1,0.12156677,1,0.12156677,2,0.06601121,1,0.12851121,1,0.12851121
P_84381,W_21958,296,0.0015229534243448768,0,296,0.00152295,296,0.00152295,296,0.00152295,296,0.00152295,296,0.00152295,296,0.00152295
P_84382,W_5316,66,0.004449858552385965,0,66,0.00444986,66,0.00444986,66,0.00444986,66,0.00444986,66,0.00444986,66,0.00444986
P_84384,W_2968,204,0.005229523832391069,0,204,0.00522952,204,0.00522952,204,0.00522952,204,0.00522952,204,0.00522952,204,0.00522952
P_84386,W_4849,133,0.004179968229919565,0,133,0.00417997,133,0.00417997,133,0.00417997,133,0.00417997,133,0.00417997,133,0.00417997
P_84458,W_2158,1,0.08991462999363065,1,17,0.01148326,1,0.08991463,1,0.08991463,19,0.01096726,1,0.08991463,1,0.08991463
P_84554,W_18,3284,0.0009179085675575251,0,3284,0.00091791,3284,0.00091791,3284,0.00091791,3284,0.00091791,3284,0.00091791,3284,0.00091791
P_84578,W_82146,20,0.020964577785988977,2,17,0.02454887,23,0.01975797,27,0.01902963,18,0.02226366,25,0.01946811,29,0.01881677
P_84642,W_45783,28,0.012077899124098736,1,13,0.01551197,7,0.02100647,7,0.02100647,13,0.01551197,11,0.01667747,11,0.01667747
P_84739,W_4922,23,0.017602800504966206,1,1,0.09731295,1,0.09731295,1,0.09731295,2,0.05564628,1,0.09731295,1,0.09731295
P_84759,W_48,206,0.004256694755857019,0,206,0.00425669,206,0.00425669,206,0.00425669,206,0.00425669,206,0.00425669,206,0.00425669
P_84812,W_34568,4,0.027802247067387594,1,2,0.04863558,2,0.04863558,2,0.04863558,1,0.09030225,1,0.09030225,1,0.09030225
P_84873,W_20769,215,0.0035305983525870496,0,215,0.0035306,215,0.0035306,215,0.0035306,215,0.0035306,215,0.0035306,215,0.0035306
P_84929,W_3997,1,0.6731047149885572,8,1,0.59999865,1,0.63375286,1,0.63375286,1,0.60972088,1,0.69583199,1,0.69583199
P_84983,W_13695,4,0.07621223506640319,2,7,0.07670395,12,0.0608241,12,0.06063252,8,0.07706771,12,0.06102935,14,0.06003729
P_85008,W_4728,1,0.3224310926705306,6,6,0.11854351,1,0.29840917,1,0.34840917,9,0.10973996,1,0.40340001,1,0.42785146
P_85086,W_2558,1,0.4371559318253415,6,2,0.2267451,1,0.42964819,1,0.42964819,3,0.21538146,1,0.4848832,1,0.4848832
P_85133,W_9132,1,0.48173853997903354,7,1,0.27649365,1,0.4488814,1,0.499653,1,0.27303045,1,0.46343166,1,0.5011392
P_85203,W_2673,45,0.010302702725082765,0,45,0.0103027,45,0.0103027,45,0.0103027,45,0.0103027,45,0.0103027,45,0.0103027
P_8521,W_8521,96,0.010639838583657192,0,96,0.01063984,96,0.01063984,96,0.01063984,96,0.01063984,96,0.01063984,96,0.01063984
P_8522,W_8521,301,0.0009800417002763624,0,301,0.00098004,301,0.00098004,301,0.00098004,301,0.00098004,301,0.00098004,301,0.00098004
P_8526,W_8521,1096,0.0007387890600808409,0,1096,0.00073879,1096,0.00073879,1096,0.00073879,1096,0.00073879,1096,0.00073879,1096,0.00073879
P_8527,W_2658,3,0.07157576573092002,3,8,0.05716632,1,0.27317509,1,0.27317509,10,0.05663097,1,0.22456398,1,0.22456398
P_85280,W_9132,43,0.00861284844674795,0,43,0.00861285,43,0.00861285,43,0.00861285,43,0.00861285,43,0.00861285,43,0.00861285
P_8529,W_4749,156,0.004794322433008128,0,156,0.00479432,156,0.00479432,156,0.00479432,156,0.00479432,156,0.00479432,156,0.00479432
P_8533,W_2928,7,0.03804822482422746,2,10,0.03297755,6,0.0385331,6,0.0385331,10,0.03297755,6,0.03873836,6,0.03873836
